beta,areas,firing_areas,firings_in_assoc,avg_pairwise_assoc_overlap,total_assoc_overlap,overlap_with_ass_interest_after_1_firing,#firings_till_convergence,overlap_with_ass_interest_upon_convergence,max_overlap_with_ass_interest
0.2,5.0,2.0,0.0,0.1632492113564669,0.0,0.5899053627760252,3.0,0.6529968454258676,0.6529968454258676
0.2,5.0,2.0,1.0,0.17429022082018925,0.0,0.580441640378549,5.0,0.6403785488958991,0.6435331230283912
0.2,5.0,2.0,3.0,0.16640378548895898,0.0,0.5867507886435331,7.0,0.6498422712933754,0.6498422712933754
0.2,5.0,2.0,5.0,0.17113564668769715,0.0031545741324921135,0.5583596214511041,3.0,0.6466876971608833,0.6466876971608833
0.2,5.0,3.0,0.0,0.1632492113564669,0.0,0.15457413249211358,5.0,0.6403785488958991,0.6403785488958991
0.2,5.0,3.0,1.0,0.16798107255520506,0.0,0.3186119873817035,4.0,0.668769716088328,0.668769716088328
0.2,5.0,3.0,3.0,0.167192429022082,0.0,0.305993690851735,4.0,0.6750788643533123,0.6750788643533123
0.2,5.0,3.0,5.0,0.17034700315457413,0.0031545741324921135,0.3470031545741325,4.0,0.6719242902208202,0.6719242902208202
0.2,5.0,4.0,0.0,0.1805993690851735,0.0031545741324921135,0.47318611987381703,5.0,0.6719242902208202,0.6719242902208202
0.2,5.0,4.0,1.0,0.17113564668769715,0.0031545741324921135,0.2870662460567823,7.0,0.6624605678233438,0.6656151419558359
0.2,5.0,4.0,3.0,0.17981072555205047,0.0,0.3943217665615142,4.0,0.6182965299684543,0.6182965299684543
0.2,5.0,4.0,5.0,0.16324921135646686,0.0,0.4069400630914827,4.0,0.637223974763407,0.637223974763407
0.2,6.0,1.0,0.0,0.16025236593059938,0.0,0.5583596214511041,4.0,0.6056782334384858,0.6056782334384858
0.2,6.0,1.0,1.0,0.17097791798107256,0.0,0.5488958990536278,4.0,0.637223974763407,0.637223974763407
0.2,6.0,1.0,3.0,0.17917981072555206,0.0,0.6088328075709779,3.0,0.6782334384858044,0.6782334384858044
0.2,6.0,1.0,5.0,0.16340694006309148,0.0,0.6466876971608833,3.0,0.6908517350157729,0.6908517350157729
0.2,6.0,2.0,0.0,0.1659305993690852,0.0,0.5520504731861199,5.0,0.6277602523659306,0.6277602523659306
0.2,6.0,2.0,1.0,0.16656151419558357,0.0,0.5457413249211357,4.0,0.6435331230283912,0.6466876971608833
0.2,6.0,2.0,3.0,0.16025236593059936,0.0,0.6529968454258676,3.0,0.6719242902208202,0.6719242902208202
0.2,6.0,2.0,5.0,0.1583596214511041,0.0,0.6246056782334385,4.0,0.6403785488958991,0.6624605678233438
0.2,6.0,3.0,0.0,0.16277602523659307,0.0,0.35646687697160884,5.0,0.6466876971608833,0.6466876971608833
0.2,6.0,3.0,1.0,0.16025236593059938,0.0,0.3217665615141956,4.0,0.6750788643533123,0.6782334384858044
0.2,6.0,3.0,3.0,0.14700315457413252,0.0,0.167192429022082,4.0,0.6340694006309149,0.6340694006309149
0.2,6.0,3.0,5.0,0.17917981072555206,0.0,0.23659305993690852,4.0,0.7066246056782335,0.7066246056782335
0.2,6.0,4.0,0.0,0.17665615141955837,0.0,0.35646687697160884,4.0,0.637223974763407,0.6403785488958991
0.2,6.0,4.0,1.0,0.17287066246056784,0.0,0.4227129337539432,5.0,0.6845425867507886,0.6845425867507886
0.2,6.0,4.0,3.0,0.16719242902208203,0.0,0.5299684542586751,5.0,0.6813880126182965,0.6876971608832808
0.2,6.0,4.0,5.0,0.1753943217665615,0.0,0.5646687697160884,4.0,0.7287066246056783,0.7287066246056783
0.2,6.0,5.0,0.0,0.16340694006309148,0.0,0.3249211356466877,5.0,0.6529968454258676,0.6529968454258676
0.2,6.0,5.0,1.0,0.18422712933753943,0.0,0.501577287066246,7.0,0.668769716088328,0.668769716088328
0.2,6.0,5.0,3.0,0.16340694006309148,0.0,0.4353312302839117,4.0,0.6750788643533123,0.6750788643533123
0.2,6.0,5.0,5.0,0.1779179810725552,0.0,0.5236593059936908,3.0,0.6309148264984227,0.6309148264984227
0.2,7.0,1.0,0.0,0.15825446898002102,0.0,0.6025236593059937,4.0,0.6719242902208202,0.6719242902208202
0.2,7.0,1.0,1.0,0.15720294426919032,0.0,0.526813880126183,4.0,0.5867507886435331,0.5867507886435331
0.2,7.0,1.0,3.0,0.17139852786540485,0.0,0.7129337539432177,3.0,0.7602523659305994,0.7602523659305994
0.2,7.0,1.0,5.0,0.15194532071503677,0.0,0.5899053627760252,4.0,0.6624605678233438,0.6656151419558359
0.2,7.0,2.0,0.0,0.16456361724500523,0.0,0.7066246056782335,2.0,0.7066246056782335,0.7066246056782335
0.2,7.0,2.0,1.0,0.1577287066246057,0.0,0.6971608832807571,4.0,0.7066246056782335,0.7097791798107256
0.2,7.0,2.0,3.0,0.16561514195583596,0.0,0.5899053627760252,3.0,0.6277602523659306,0.6277602523659306
0.2,7.0,2.0,5.0,0.1661409043112513,0.0,0.6719242902208202,7.0,0.7192429022082019,0.7192429022082019
0.2,7.0,3.0,0.0,0.15825446898002102,0.0,0.24921135646687698,5.0,0.637223974763407,0.6435331230283912
0.2,7.0,3.0,1.0,0.16298633017875921,0.0,0.42902208201892744,4.0,0.6971608832807571,0.6971608832807571
0.2,7.0,3.0,3.0,0.16035751840168241,0.0,0.2555205047318612,4.0,0.6466876971608833,0.6466876971608833
0.2,7.0,3.0,5.0,0.16351209253417456,0.0,0.3722397476340694,5.0,0.6971608832807571,0.7034700315457413
0.2,7.0,4.0,0.0,0.15983175604626707,0.0,0.38801261829652994,6.0,0.6750788643533123,0.6750788643533123
0.2,7.0,4.0,1.0,0.1508937960042061,0.0,0.3627760252365931,3.0,0.6435331230283912,0.6435331230283912
0.2,7.0,4.0,3.0,0.15562565720294427,0.0,0.38485804416403785,6.0,0.6624605678233438,0.6656151419558359
0.2,7.0,4.0,5.0,0.16298633017875921,0.0,0.5867507886435331,7.0,0.7287066246056783,0.7287066246056783
0.2,7.0,5.0,0.0,0.16351209253417456,0.0,0.47003154574132494,3.0,0.6561514195583596,0.6561514195583596
0.2,7.0,5.0,1.0,0.16456361724500526,0.0,0.5299684542586751,5.0,0.7003154574132492,0.7003154574132492
0.2,7.0,5.0,3.0,0.16246056782334384,0.0,0.35962145110410093,4.0,0.6498422712933754,0.6498422712933754
0.2,7.0,5.0,5.0,0.16140904311251314,0.0,0.5488958990536278,3.0,0.6845425867507886,0.6845425867507886
0.2,7.0,6.0,0.0,0.1550998948475289,0.0,0.5236593059936908,7.0,0.6309148264984227,0.6403785488958991
0.2,7.0,6.0,1.0,0.1598317560462671,0.0,0.4605678233438486,5.0,0.6593059936908517,0.6624605678233438
0.2,7.0,6.0,3.0,0.1661409043112513,0.0,0.5646687697160884,3.0,0.7034700315457413,0.7034700315457413
0.2,7.0,6.0,5.0,0.16298633017875921,0.0,0.526813880126183,3.0,0.6593059936908517,0.6593059936908517
0.2,8.0,1.0,0.0,0.1667417755745831,0.0,0.7097791798107256,3.0,0.7823343848580442,0.7823343848580442
0.2,8.0,1.0,1.0,0.1487156376746282,0.0,0.5583596214511041,4.0,0.6403785488958991,0.6403785488958991
0.2,8.0,1.0,3.0,0.16944569625957637,0.0,0.7097791798107256,3.0,0.7255520504731862,0.7255520504731862
0.2,8.0,1.0,5.0,0.1433077963046417,0.0,0.6088328075709779,3.0,0.6782334384858044,0.6782334384858044
0.2,8.0,2.0,0.0,0.16313654799459215,0.0,0.5236593059936908,6.0,0.722397476340694,0.722397476340694
0.2,8.0,2.0,1.0,0.14736367733213157,0.0,0.7097791798107256,2.0,0.7097791798107256,0.7097791798107256
0.2,8.0,2.0,3.0,0.15863001351960343,0.0,0.26813880126182965,4.0,0.6529968454258676,0.6529968454258676
0.2,8.0,2.0,5.0,0.16313654799459215,0.0,0.6813880126182965,5.0,0.722397476340694,0.7255520504731862
0.2,8.0,3.0,0.0,0.15592609283461017,0.0,0.305993690851735,4.0,0.7003154574132492,0.7003154574132492
0.2,8.0,3.0,1.0,0.16088328075709782,0.0,0.35962145110410093,6.0,0.7129337539432177,0.7192429022082019
0.2,8.0,3.0,3.0,0.15682739972960794,0.0,0.277602523659306,4.0,0.6529968454258676,0.6529968454258676
0.2,8.0,3.0,5.0,0.15998197386210003,0.0,0.3312302839116719,4.0,0.7097791798107256,0.7097791798107256
0.2,8.0,4.0,0.0,0.15187021180712032,0.0,0.4637223974763407,4.0,0.6845425867507886,0.6845425867507886
0.2,8.0,4.0,1.0,0.1581793600721046,0.0,0.4227129337539432,7.0,0.7003154574132492,0.7097791798107256
0.2,8.0,4.0,3.0,0.15863001351960346,0.0,0.45110410094637227,7.0,0.7160883280757098,0.7160883280757098
0.2,8.0,4.0,5.0,0.1419558359621451,0.0,0.5331230283911672,4.0,0.6656151419558359,0.6656151419558359
0.2,8.0,5.0,0.0,0.15502478593961241,0.0,0.5962145110410094,4.0,0.722397476340694,0.722397476340694
0.2,8.0,5.0,1.0,0.1554754393871113,0.0,0.5362776025236593,4.0,0.6908517350157729,0.6971608832807571
0.2,8.0,5.0,3.0,0.17530419107706172,0.0,0.61198738170347,6.0,0.7728706624605678,0.7728706624605678
0.2,8.0,5.0,5.0,0.17350157728706625,0.0,0.6719242902208202,4.0,0.807570977917981,0.8107255520504731
0.2,8.0,6.0,0.0,0.16133393420459669,0.0,0.47003154574132494,5.0,0.7097791798107256,0.7097791798107256
0.2,8.0,6.0,1.0,0.15727805317710683,0.0,0.4037854889589905,3.0,0.7034700315457413,0.7034700315457413
0.2,8.0,6.0,3.0,0.16268589454709328,0.0,0.61198738170347,4.0,0.7413249211356467,0.7413249211356467
0.2,8.0,6.0,5.0,0.15457413249211355,0.0,0.5646687697160884,3.0,0.6782334384858044,0.6782334384858044
0.2,8.0,7.0,0.0,0.1676430824695809,0.0,0.6088328075709779,3.0,0.7034700315457413,0.7034700315457413
0.2,8.0,7.0,1.0,0.1653898152320865,0.0,0.6529968454258676,4.0,0.7318611987381703,0.7350157728706624
0.2,8.0,7.0,3.0,0.17305092383956738,0.0,0.6656151419558359,4.0,0.7413249211356467,0.7413249211356467
0.2,8.0,7.0,5.0,0.1590806669671023,0.0,0.5899053627760252,3.0,0.7192429022082019,0.7192429022082019
0.1,2.0,1.0,0.0,0.22397476340694006,0.22397476340694006,0.334384858044164,7.0,0.583596214511041,0.583596214511041
0.1,2.0,1.0,1.0,0.277602523659306,0.277602523659306,0.41324921135646686,5.0,0.6246056782334385,0.6246056782334385
